Drug name	STITCH ID	Phase	Drug status	Smiles	Level 1 ATC Codes
chloroquine	CIDs00002719	Phase 4	approved	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
thiazide	CIDs00002720	Phase 4	approved	NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
chlorpheniramine	CIDs00002725	Phase 4	approved	CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
chlorpromazine	CIDs00002726	Phase 4	approved	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21	N - NERVOUS SYSTEM
chlorpropamide	CIDs00002727	Phase 4	approved	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1	A - ALIMENTARY TRACT AND METABOLISM
chlorthalidone	CIDs00002732	Phase 4	approved	NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl	C - CARDIOVASCULAR SYSTEM
stealth	CIDs00002733	Phase 4	approved	O=c1[nH]c2cc(Cl)ccc2o1	M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM
acetyldinaline	CIDs00002746	Phase 3	unapproved	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	
ciclopirox	CIDs00002749	Phase 4	approved	Cc1cc(C2CCCCC2)n(O)c(=O)c1	D - DERMATOLOGICALS | G - GENITO URINARY SYSTEM AND SEX HORMONES
cilostazol	CIDs00002754	Phase 4	approved	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	B - BLOOD AND BLOOD FORMING ORGANS
cimetidine	CIDs00002756	Phase 4	approved	CN/C(=N/CCSCc1nc[nH]c1C)NC#N	A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM
1,8-cineole	CIDs00002758	Phase 3	unapproved	CC12CCC(CC1)C(C)(C)O2	R - RESPIRATORY SYSTEM
cinoxacin	CIDs00002762	Phase 4	approved	CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3	J - ANTIINFECTIVES FOR SYSTEMIC USE
ciprofibrate	CIDs00002763	Phase 4	approved	CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O	C - CARDIOVASCULAR SYSTEM
ciprofloxacin	CIDs00002764	Phase 4	approved	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS | S - SENSORY ORGANS | S - SENSORY ORGANS
cisapride	CIDs00002769	Phase 4	approved	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC	A - ALIMENTARY TRACT AND METABOLISM
citalopram	CIDs00002771	Phase 4	approved	CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21	N - NERVOUS SYSTEM
clebopride	CIDs00002780	Phase 4	approved	COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1	A - ALIMENTARY TRACT AND METABOLISM
clemizole	CIDs00002782	Phase 2	unapproved	Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1	
clenbuterol	CIDs00002783	Phase 4	approved	CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
clidinium bromide	CIDs00002784	Phase 4	approved	C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2	
clioquinol	CIDs00002788	Phase 4	approved	Oc1c(I)cc(Cl)c2cccnc12	D - DERMATOLOGICALS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | S - SENSORY ORGANS | G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS
clobazam	CIDs00002789	Phase 4	approved	CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21	N - NERVOUS SYSTEM
clofazimine	CIDs00002794	Phase 4	approved	CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1	J - ANTIINFECTIVES FOR SYSTEMIC USE
chlophedianol	CIDs00002795	Phase 4	approved	CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl	R - RESPIRATORY SYSTEM
clofibrate	CIDs00002796	Phase 4	approved	CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	C - CARDIOVASCULAR SYSTEM
clomipramine	CIDs00002801	Phase 4	approved	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21	N - NERVOUS SYSTEM
clonazepam	CIDs00002802	Phase 4	approved	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	N - NERVOUS SYSTEM
clonidine	CIDs00002803	Phase 4	approved	Clc1cccc(Cl)c1N=C1NCCN1	C - CARDIOVASCULAR SYSTEM | N - NERVOUS SYSTEM | S - SENSORY ORGANS
clorazepate	CIDs00002809	Phase 4	approved	O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O	
clotiazepam	CIDs00002811	Phase 4	approved	CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl	N - NERVOUS SYSTEM
clotrimazole	CIDs00002812	Phase 4	approved	Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1	A - ALIMENTARY TRACT AND METABOLISM | G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS
clozapine	CIDs00002818	Phase 4	approved	CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1	N - NERVOUS SYSTEM
sodium cromoglycate	CIDs00002881	Phase 4	approved	O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS
cyclandelate	CIDs00002893	Phase 4	approved	CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1	C - CARDIOVASCULAR SYSTEM
cyclobenzaprine	CIDs00002895	Phase 4	approved	CN(C)CCC=C1c2ccccc2C=Cc2ccccc21	M - MUSCULO-SKELETAL SYSTEM
cyclofenil	CIDs00002898	Phase 4	approved	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	G - GENITO URINARY SYSTEM AND SEX HORMONES
cyclopentolate	CIDs00002905	Phase 4	approved	CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1	S - SENSORY ORGANS | S - SENSORY ORGANS
cyclothiazide	CIDs00002910	Phase 4	approved	NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O	C - CARDIOVASCULAR SYSTEM
cycrimine	CIDs00002911	Phase 4	approved	OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1	
cyproheptadine	CIDs00002913	Phase 4	approved	CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1	R - RESPIRATORY SYSTEM
danthron	CIDs00002950	Phase 4	approved	O=C1c2cccc(O)c2C(=O)c2c(O)cccc21	A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM
dapsone	CIDs00002955	Phase 4	approved	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1	J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS
debrisoquine	CIDs00002965	Phase 4	approved	N=C(N)N1CCc2ccccc2C1	C - CARDIOVASCULAR SYSTEM
decamethonium	CIDs00002968	Phase 4	approved	C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C	
deferiprone	CIDs00002972	Phase 4	approved	Cc1c(O)c(=O)ccn1C	V - VARIOUS
deferoxamine	CIDs00002973	Phase 4	approved	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	V - VARIOUS
dequalinium	CIDs00002993	Phase 4	approved	Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21	G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM
desipramine	CIDs00002995	Phase 4	approved	CNCCCN1c2ccccc2CCc2ccccc21	N - NERVOUS SYSTEM
amphetamine	CIDs00003007	Phase 4	approved	CC(N)Cc1ccccc1	N - NERVOUS SYSTEM
diazepam	CIDs00003016	Phase 4	approved	CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21	N - NERVOUS SYSTEM
diazoxide	CIDs00003019	Phase 4	approved	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1	V - VARIOUS | C - CARDIOVASCULAR SYSTEM
dibucaine	CIDs00003025	Phase 4	approved	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1	S - SENSORY ORGANS | S - SENSORY ORGANS | D - DERMATOLOGICALS | N - NERVOUS SYSTEM | C - CARDIOVASCULAR SYSTEM
diclofenac	CIDs00003032	Phase 4	approved	O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl	M - MUSCULO-SKELETAL SYSTEM | S - SENSORY ORGANS | D - DERMATOLOGICALS | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM
p,p'-DDT	CIDs00003036	Phase 4	approved	Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
dichlorphenamide	CIDs00003038	Phase 4	approved	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	S - SENSORY ORGANS
dicyclomine	CIDs00003042	Phase 4	approved	CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1	A - ALIMENTARY TRACT AND METABOLISM
diethylcarbamazine	CIDs00003052	Phase 4	approved	CCN(CC)C(=O)N1CCN(C)CC1	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
gadopentetate dimeglumine (Gd	CIDs00003053	Phase 4	approved	O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O	
diphenidol	CIDs00003055	Phase 4	approved	OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1	
diflunisal	CIDs00003059	Phase 4	approved	O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O	N - NERVOUS SYSTEM
3,3'-diindolylmethane	CIDs00003071	Phase 3	unapproved	c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1	
dimercaprol	CIDs00003080	Phase 4	approved	OCC(S)CS	V - VARIOUS
dimethothiazine	CIDs00003089	Phase 4	approved	CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C	N - NERVOUS SYSTEM
diphenhydramine	CIDs00003100	Phase 4	approved	CN(C)CCOC(c1ccccc1)c1ccccc1	D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
diphenylpyraline	CIDs00003103	Phase 4	approved	CN1CCC(OC(c2ccccc2)c2ccccc2)CC1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
dipivefrin	CIDs00003105	Phase 4	approved	CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1	S - SENSORY ORGANS
dipyridamole	CIDs00003108	Phase 4	approved	OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1	B - BLOOD AND BLOOD FORMING ORGANS
dipyrone	CIDs00003110	Phase 4	approved	Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C	
disopyramide	CIDs00003114	Phase 4	approved	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	C - CARDIOVASCULAR SYSTEM
distigmine bromide	CIDs00003116	Phase 4	approved	CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1	N - NERVOUS SYSTEM
disulfiram	CIDs00003117	Phase 4	approved	CCN(CC)C(=S)SSC(=S)N(CC)CC	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS | N - NERVOUS SYSTEM
valproate	CIDs00003121	Phase 4	approved	CCCC(CCC)C(=O)O	N - NERVOUS SYSTEM
alpha-methyl-p-tyrosine	CIDs00003125	Phase 3	unapproved	CC(N)(Cc1ccc(O)cc1)C(=O)O	
domiphen bromide	CIDs00003149	Phase 4	approved	CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1	A - ALIMENTARY TRACT AND METABOLISM
domperidone	CIDs00003151	Phase 4	approved	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1	A - ALIMENTARY TRACT AND METABOLISM
donepezil	CIDs00003152	Phase 4	approved	COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2	N - NERVOUS SYSTEM
doxapram	CIDs00003156	Phase 4	approved	CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O	R - RESPIRATORY SYSTEM
doxazosin	CIDs00003157	Phase 4	approved	COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC	C - CARDIOVASCULAR SYSTEM
Z-doxepin	CIDs00003158	Phase 4	approved	CN(C)CCC=C1c2ccccc2COc2ccccc21	D - DERMATOLOGICALS | N - NERVOUS SYSTEM
doxylamine	CIDs00003162	Phase 4	approved	CN(C)CCOC(C)(c1ccccc1)c1ccccn1	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
droperidol	CIDs00003168	Phase 4	approved	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1	N - NERVOUS SYSTEM
dyclonine	CIDs00003180	Phase 4	approved	CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1	R - RESPIRATORY SYSTEM | N - NERVOUS SYSTEM
diprophylline	CIDs00003182	Phase 4	approved	Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O	R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
ebastine	CIDs00003191	Phase 3	unapproved	CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1	R - RESPIRATORY SYSTEM
ebselen	CIDs00003194	Phase 3	unapproved	O=c1c2ccccc2[se]n1-c1ccccc1	
econazole	CIDs00003198	Phase 4	approved	Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	D - DERMATOLOGICALS | G - GENITO URINARY SYSTEM AND SEX HORMONES
edrophonium	CIDs00003202	Phase 4	approved	CC[N+](C)(C)c1cccc(O)c1	V - VARIOUS
emedastine	CIDs00003219	Phase 4	approved	CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21	S - SENSORY ORGANS
enflurane	CIDs00003226	Phase 4	approved	FC(F)OC(F)(F)C(F)Cl	N - NERVOUS SYSTEM
enoxacin	CIDs00003229	Phase 4	approved	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21	J - ANTIINFECTIVES FOR SYSTEMIC USE
eperisone	CIDs00003236	Phase 3	unapproved	CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1	M - MUSCULO-SKELETAL SYSTEM
epinastine	CIDs00003241	Phase 4	approved	NC1=NCC2c3ccccc3Cc3ccccc3N12	S - SENSORY ORGANS | R - RESPIRATORY SYSTEM
estazolam	CIDs00003261	Phase 4	approved	Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2	N - NERVOUS SYSTEM
etazolate	CIDs00003277	Phase 2	unapproved	CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C	
ethacrynic acid	CIDs00003278	Phase 4	approved	C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl	C - CARDIOVASCULAR SYSTEM
ether	CIDs00003283	Phase 2	unapproved	CCOCC	N - NERVOUS SYSTEM
ethinamate	CIDs00003284	Phase 4	approved	C#CC1(OC(N)=O)CCCCC1	
ethion	CIDs00003286	Phase 2	unapproved	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	
ethopropazine	CIDs00003290	Phase 4	approved	CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21	N - NERVOUS SYSTEM
ethosuximide	CIDs00003291	Phase 4	approved	CCC1(C)CC(=O)NC1=O	N - NERVOUS SYSTEM | N - NERVOUS SYSTEM
ethotoin	CIDs00003292	Phase 4	approved	CCN1C(=O)NC(c2ccccc2)C1=O	N - NERVOUS SYSTEM
ethoxzolamide	CIDs00003295	Phase 4	approved	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	
etidronate	CIDs00003305	Phase 4	approved	CC(O)(P(=O)(O)O)P(=O)(O)O	M - MUSCULO-SKELETAL SYSTEM
etilefrine	CIDs00003306	Phase 4	approved	CCNCC(O)c1cccc(O)c1	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
etodolac	CIDs00003308	Phase 4	approved	CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3	M - MUSCULO-SKELETAL SYSTEM
felbamate	CIDs00003331	Phase 4	approved	NC(=O)OCC(COC(N)=O)c1ccccc1	N - NERVOUS SYSTEM
EMEC	CIDs00003332	Phase 4	approved	O=C(O)Cc1ccc(-c2ccccc2)cc1	M - MUSCULO-SKELETAL SYSTEM
felodipine	CIDs00003333	Phase 4	approved	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl	C - CARDIOVASCULAR SYSTEM
fenbufen	CIDs00003335	Phase 4	approved	O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1	M - MUSCULO-SKELETAL SYSTEM
fenfluramine	CIDs00003337	Phase 4	approved	CCNC(C)Cc1cccc(C(F)(F)F)c1	N - NERVOUS SYSTEM | A - ALIMENTARY TRACT AND METABOLISM
fenofibrate	CIDs00003339	Phase 4	approved	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1	C - CARDIOVASCULAR SYSTEM
fenoldopam	CIDs00003340	Phase 4	approved	Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1	C - CARDIOVASCULAR SYSTEM
fenoprofen	CIDs00003342	Phase 4	approved	CC(C(=O)O)c1cccc(Oc2ccccc2)c1	M - MUSCULO-SKELETAL SYSTEM
fenoterol	CIDs00003343	Phase 4	approved	CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1	G - GENITO URINARY SYSTEM AND SEX HORMONES | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
fentanyl	CIDs00003345	Phase 4	approved	CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1	N - NERVOUS SYSTEM | N - NERVOUS SYSTEM | N - NERVOUS SYSTEM
fexofenadine	CIDs00003348	Phase 4	approved	CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	R - RESPIRATORY SYSTEM
fipexide	CIDs00003351	Phase 4	approved	O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1	N - NERVOUS SYSTEM
flavoxate	CIDs00003354	Phase 4	approved	Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O	G - GENITO URINARY SYSTEM AND SEX HORMONES
flecainide	CIDs00003355	Phase 4	approved	O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F	C - CARDIOVASCULAR SYSTEM
fluconazole	CIDs00003365	Phase 4	approved	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS
flucytosine	CIDs00003366	Phase 4	approved	Nc1[nH]c(=O)ncc1F	J - ANTIINFECTIVES FOR SYSTEMIC USE | D - DERMATOLOGICALS
flufenamic acid	CIDs00003371	Phase 4	approved	O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1	M - MUSCULO-SKELETAL SYSTEM
fluphenazine	CIDs00003372	Phase 4	approved	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	N - NERVOUS SYSTEM
flumazenil	CIDs00003373	Phase 4	approved	CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2	V - VARIOUS
flunitrazepam	CIDs00003380	Phase 4	approved	CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21	N - NERVOUS SYSTEM
fluoxetine	CIDs00003386	Phase 4	approved	CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1	N - NERVOUS SYSTEM
fluphenazine decanoate	CIDs00003388	Phase 4	approved	CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	N - NERVOUS SYSTEM
fluphenazine enanthate	CIDs00003389	Phase 4	approved	CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1	N - NERVOUS SYSTEM
flurazepam	CIDs00003393	Phase 4	approved	CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21	N - NERVOUS SYSTEM
flurbiprofen	CIDs00003394	Phase 4	approved	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	M - MUSCULO-SKELETAL SYSTEM | S - SENSORY ORGANS | M - MUSCULO-SKELETAL SYSTEM | R - RESPIRATORY SYSTEM
fluspirilene	CIDs00003396	Phase 4	approved	O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2	N - NERVOUS SYSTEM
flutamide	CIDs00003397	Phase 4	approved	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
4-methylpyrazole	CIDs00003406	Phase 4	approved	Cc1cn[nH]c1	V - VARIOUS
formoterol	CIDs00003410	Phase 4	approved	COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1	R - RESPIRATORY SYSTEM
foscarnet	CIDs00003414	Phase 4	approved	O=C(O)P(=O)(O)O	J - ANTIINFECTIVES FOR SYSTEMIC USE
furosemide	CIDs00003440	Phase 4	approved	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	C - CARDIOVASCULAR SYSTEM
gabapentin	CIDs00003446	Phase 4	approved	NCC1(CC(=O)O)CCCCC1	N - NERVOUS SYSTEM
gabexate mesilate	CIDs00003447	Phase 3	unapproved	CCOC(=O)c1ccc(OC(=O)CCCCCN=C(N)N)cc1	
gaboxadol	CIDs00003448	Phase 3	unapproved	Oc1noc2c1CCNC2	
gallamine triethiodide	CIDs00003450	Phase 4	approved	CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC	M - MUSCULO-SKELETAL SYSTEM
ganciclovir	CIDs00003454	Phase 4	approved	Nc1nc(O)c2ncn(COC(CO)CO)c2n1	S - SENSORY ORGANS | J - ANTIINFECTIVES FOR SYSTEMIC USE
vanoxerine	CIDs00003455	Phase 3	unapproved	Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1	
gemfibrozil	CIDs00003463	Phase 4	approved	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1	C - CARDIOVASCULAR SYSTEM
crystal violet	CIDs00003468	Phase 4	approved	CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1	
gliclazide	CIDs00003475	Phase 4	approved	Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1	A - ALIMENTARY TRACT AND METABOLISM
glimepiride	CIDs00003476	Phase 4	approved	CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O	A - ALIMENTARY TRACT AND METABOLISM
glipizide	CIDs00003478	Phase 4	approved	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1	A - ALIMENTARY TRACT AND METABOLISM
glutethimide	CIDs00003487	Phase 4	approved	CCC1(c2ccccc2)CCC(=O)NC1=O	N - NERVOUS SYSTEM
glibenclamide	CIDs00003488	Phase 4	approved	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1	A - ALIMENTARY TRACT AND METABOLISM
glycopyrrolate	CIDs00003494	Phase 4	approved	C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1	D - DERMATOLOGICALS
gossypol	CIDs00003503	Phase 3	unapproved	Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	
granisetron	CIDs00003510	Phase 4	approved	CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2	A - ALIMENTARY TRACT AND METABOLISM
guaifenesin	CIDs00003516	Phase 4	approved	COc1ccccc1OCC(O)CO	R - RESPIRATORY SYSTEM
guanethidine	CIDs00003518	Phase 4	approved	NC(N)=NCCN1CCCCCCC1	S - SENSORY ORGANS | C - CARDIOVASCULAR SYSTEM
guanfacine	CIDs00003519	Phase 4	approved	N=C(N)NC(=O)Cc1c(Cl)cccc1Cl	C - CARDIOVASCULAR SYSTEM
guanidinium	CIDs00003520	Phase 4	approved	N=C(N)N	
fasudil	CIDs00003547	Phase 3	unapproved	O=S(=O)(c1cccc2cnccc12)N1CCCNCC1	C - CARDIOVASCULAR SYSTEM
haloperidol	CIDs00003559	Phase 4	approved	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	N - NERVOUS SYSTEM
halothane	CIDs00003562	Phase 4	approved	FC(F)(F)C(Cl)Br	N - NERVOUS SYSTEM
pre-op	CIDs00003598	Phase 4	approved	Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl	D - DERMATOLOGICALS
miltefosine	CIDs00003599	Phase 4	approved	CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
hexafluorenium	CIDs00003601	Phase 4	approved	C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21	M - MUSCULO-SKELETAL SYSTEM
hexylresorcinol	CIDs00003610	Phase 4	approved	CCCCCCc1ccc(O)cc1O	R - RESPIRATORY SYSTEM
hydralazine	CIDs00003637	Phase 4	approved	NNc1nncc2ccccc12	C - CARDIOVASCULAR SYSTEM
hydrochlorothiazide	CIDs00003639	Phase 4	approved	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
